horodatage,modele,vitesse_coupe_m_min,debit_coupe_l_min,poids_piece_process_g,epaisseur_lubrifiant_process_mm,poids_final_g,epaisseur_lubrifiant_mesuree_mm,conformite_poids,conformite_lubrifiant,conformite_globale,ecart_poids_g,ecart_lubrifiant_mm,regime_anomalie
2026-05-10 19:19:31,PIECE_A,175.624,7.272,454.042,0.4599,459.817,0.4204,KO,OK,KO,9.817,0.1204,derive_5
2026-05-10 19:19:36,PIECE_A,130.212,15.354,458.806,0.283,463.202,0.3904,KO,OK,KO,13.202,0.0904,derive_6
2026-05-10 19:19:41,PIECE_A,187.274,8.958,461.913,0.4261,464.586,0.4504,KO,OK,KO,14.586,0.1504,derive_7
2026-05-10 19:19:46,PIECE_A,180.146,9.14,459.556,0.3888,464.93,0.4584,KO,OK,KO,14.93,0.1584,derive_8
2026-05-10 19:19:51,PIECE_A,126.114,10.042,459.665,0.4243,468.369,0.5081,KO,KO,KO,18.369,0.2081,derive_9
2026-05-10 19:19:56,PIECE_A,174.53,15.113,457.112,0.3137,469.731,0.4799,KO,OK,KO,19.731,0.1799,derive_10
2026-05-10 19:20:01,PIECE_A,31.193,5.282,459.931,0.4036,486.747,0.6761,KO,KO,KO,36.747,0.3761,rupture
2026-05-10 19:20:06,PIECE_A,175.044,15.877,450.924,0.1435,451.543,0.2712,OK,OK,OK,1.543,-0.0288,normal
2026-05-10 19:20:11,PIECE_A,198.847,10.216,445.123,0.4654,449.061,0.3575,OK,OK,OK,-0.939,0.0575,normal
2026-05-10 19:20:16,PIECE_A,172.725,8.496,442.415,0.4187,450.427,0.3363,OK,OK,OK,0.427,0.0363,normal
2026-05-10 19:20:21,PIECE_A,179.799,18.298,452.519,0.2768,451.317,0.2621,OK,OK,OK,1.317,-0.0379,normal
2026-05-10 19:20:26,PIECE_A,98.81,7.895,456.959,0.1715,450.378,0.2381,OK,OK,OK,0.378,-0.0619,normal
2026-05-10 19:20:31,PIECE_A,104.2,18.243,444.796,0.1611,450.362,0.2725,OK,OK,OK,0.362,-0.0275,normal
2026-05-10 19:20:36,PIECE_A,122.942,15.577,453.698,0.3803,449.89,0.3273,OK,OK,OK,-0.11,0.0273,normal
2026-05-10 19:20:41,PIECE_A,183.411,11.945,453.764,0.3778,448.56,0.306,OK,OK,OK,-1.44,0.006,derive_1
2026-05-10 19:20:46,PIECE_A,130.637,9.216,455.03,0.1155,446.252,0.2356,OK,OK,OK,-3.748,-0.0644,derive_2
2026-05-10 19:20:51,PIECE_A,111.901,17.544,447.964,0.3878,444.402,0.2504,KO,OK,KO,-5.598,-0.0496,derive_3
2026-05-10 19:20:56,PIECE_A,156.32,11.654,444.092,0.3775,440.423,0.2596,KO,OK,KO,-9.577,-0.0404,derive_4
2026-05-10 19:21:01,PIECE_A,140.768,11.776,452.319,0.2246,439.954,0.2137,KO,OK,KO,-10.046,-0.0863,derive_5
2026-05-10 19:21:06,PIECE_A,173.144,7.644,442.616,0.3917,437.946,0.2047,KO,OK,KO,-12.054,-0.0953,derive_6
2026-05-10 19:21:11,PIECE_A,148.226,10.734,452.724,0.285,434.156,0.1943,KO,OK,KO,-15.844,-0.1057,derive_7
2026-05-10 19:21:16,PIECE_A,154.769,14.983,436.648,0.2173,432.835,0.1443,KO,OK,KO,-17.165,-0.1557,derive_8
2026-05-10 19:21:21,PIECE_A,98.608,19.85,437.029,0.3046,431.831,0.1404,KO,OK,KO,-18.169,-0.1596,derive_9
2026-05-10 19:21:27,PIECE_A,121.262,14.165,450.622,0.0736,430.748,0.0776,KO,KO,KO,-19.252,-0.2224,derive_10
2026-05-10 19:21:32,PIECE_A,13.908,8.325,435.215,0.2372,412.93,-0.0551,KO,KO,KO,-37.07,-0.3551,rupture
2026-05-10 19:21:37,PIECE_A,111.516,16.603,455.477,0.4571,449.684,0.3557,OK,OK,OK,-0.316,0.0557,normal
2026-05-10 19:21:42,PIECE_A,153.126,19.355,450.68,0.4373,450.741,0.3555,OK,OK,OK,0.741,0.0555,normal
2026-05-10 19:21:47,PIECE_A,155.098,15.445,452.182,0.2176,449.434,0.276,OK,OK,OK,-0.566,-0.024,normal
2026-05-10 19:21:52,PIECE_A,138.656,9.555,451.678,0.1971,448.299,0.2723,OK,OK,OK,-1.701,-0.0277,normal
2026-05-10 19:21:57,PIECE_A,155.127,14.774,455.961,0.4696,450.641,0.3389,OK,OK,OK,0.641,0.0389,normal
2026-05-10 19:22:02,PIECE_A,126.901,10.382,444.004,0.1398,447.63,0.2627,OK,OK,OK,-2.37,-0.0373,normal
2026-05-10 19:22:07,PIECE_A,186.772,8.177,443.899,0.1521,450.849,0.2696,OK,OK,OK,0.849,-0.0304,normal
2026-05-10 19:22:12,PIECE_A,83.773,10.825,455.191,0.1301,447.924,0.2474,OK,OK,OK,-2.076,-0.0526,derive_1
2026-05-10 19:22:17,PIECE_A,117.514,18.612,442.896,0.12,446.704,0.2279,OK,OK,OK,-3.296,-0.0721,derive_2
2026-05-10 19:22:22,PIECE_A,155.748,15.968,441.846,0.1916,442.136,0.2414,KO,OK,KO,-7.864,-0.0586,derive_3
2026-05-10 19:22:27,PIECE_A,81.324,16.498,453.1,0.3041,441.803,0.2404,KO,OK,KO,-8.197,-0.0596,derive_4
2026-05-10 19:22:32,PIECE_A,125.965,17.771,443.992,0.3151,438.171,0.2261,KO,OK,KO,-11.829,-0.0739,derive_5
2026-05-10 19:22:37,PIECE_A,158.562,13.463,452.965,0.3534,438.373,0.2157,KO,OK,KO,-11.627,-0.0843,derive_6
2026-05-10 19:22:42,PIECE_A,113.15,10.632,437.172,0.2858,435.076,0.1674,KO,OK,KO,-14.924,-0.1326,derive_7
2026-05-10 19:22:47,PIECE_A,100.634,16.21,446.566,0.2837,433.948,0.1601,KO,OK,KO,-16.052,-0.1399,derive_8
2026-05-10 19:22:52,PIECE_A,101.247,20.37,443.0,0.2387,431.566,0.1285,KO,OK,KO,-18.434,-0.1715,derive_9
2026-05-10 19:22:57,PIECE_A,105.17,7.248,436.162,0.3109,430.545,0.1074,KO,OK,KO,-19.455,-0.1926,derive_10
2026-05-10 19:23:02,PIECE_A,24.943,3.207,450.381,0.2068,413.66,-0.0672,KO,KO,KO,-36.34,-0.3672,rupture
2026-05-10 19:23:07,PIECE_A,171.463,7.144,442.664,0.493,449.794,0.3342,OK,OK,OK,-0.206,0.0342,normal
2026-05-10 19:23:12,PIECE_A,80.995,6.181,456.113,0.2498,448.467,0.289,OK,OK,OK,-1.533,-0.011,normal
2026-05-10 19:23:17,PIECE_A,163.596,9.68,445.911,0.3754,447.128,0.3132,OK,OK,OK,-2.872,0.0132,derive_1
2026-05-10 19:23:22,PIECE_A,87.574,10.436,454.61,0.1969,446.296,0.2308,OK,OK,OK,-3.704,-0.0692,derive_2
2026-05-10 19:23:27,PIECE_A,114.382,5.734,444.199,0.3484,444.587,0.2552,KO,OK,KO,-5.413,-0.0448,derive_3
2026-05-10 19:23:32,PIECE_A,160.021,14.223,449.297,0.4343,442.685,0.2787,KO,OK,KO,-7.315,-0.0213,derive_4
2026-05-10 19:23:37,PIECE_A,131.818,18.542,449.219,0.2325,439.799,0.1938,KO,OK,KO,-10.201,-0.1062,derive_5
2026-05-10 19:23:42,PIECE_A,98.87,13.704,452.434,0.3397,437.209,0.1952,KO,OK,KO,-12.791,-0.1048,derive_6
2026-05-10 19:23:47,PIECE_A,94.833,17.631,444.946,0.2332,436.886,0.1446,KO,OK,KO,-13.114,-0.1554,derive_7
2026-05-10 19:23:52,PIECE_A,108.109,13.891,450.725,0.3732,432.504,0.1845,KO,OK,KO,-17.496,-0.1155,derive_8
2026-05-10 19:23:57,PIECE_A,133.182,12.76,436.237,0.1408,432.169,0.089,KO,KO,KO,-17.831,-0.211,derive_9
2026-05-10 19:24:02,PIECE_A,92.372,10.012,449.058,0.4343,428.826,0.1648,KO,OK,KO,-21.174,-0.1352,derive_10
2026-05-10 19:24:07,PIECE_A,15.804,5.475,446.265,0.42,413.735,-0.0176,KO,KO,KO,-36.265,-0.3176,rupture
2026-05-10 19:24:12,PIECE_A,95.621,5.708,456.568,0.2952,450.683,0.2978,OK,OK,OK,0.683,-0.0022,normal
2026-05-10 19:24:17,PIECE_A,181.874,10.807,458.851,0.2475,450.235,0.2827,OK,OK,OK,0.235,-0.0173,normal
2026-05-10 19:24:22,PIECE_A,199.218,18.833,457.79,0.2297,449.143,0.2643,OK,OK,OK,-0.857,-0.0357,normal
2026-05-10 19:24:27,PIECE_A,170.889,12.933,441.209,0.4704,450.1,0.3397,OK,OK,OK,0.1,0.0397,normal
2026-05-10 19:24:32,PIECE_A,133.915,16.67,456.832,0.12,448.043,0.2331,OK,OK,OK,-1.957,-0.0669,derive_1
2026-05-10 19:24:37,PIECE_A,174.797,13.347,453.501,0.3468,446.335,0.2818,OK,OK,OK,-3.665,-0.0182,derive_2
2026-05-10 19:24:42,PIECE_A,166.015,14.069,446.747,0.2951,444.334,0.2569,KO,OK,KO,-5.666,-0.0431,derive_3
2026-05-10 19:24:47,PIECE_A,83.304,10.129,454.729,0.1461,441.472,0.185,KO,OK,KO,-8.528,-0.115,derive_4
2026-05-10 19:24:52,PIECE_A,175.035,7.388,447.593,0.166,439.946,0.1845,KO,OK,KO,-10.054,-0.1155,derive_5
2026-05-10 19:24:57,PIECE_A,104.88,9.211,445.719,0.2252,438.15,0.1742,KO,OK,KO,-11.85,-0.1258,derive_6
2026-05-10 19:25:02,PIECE_A,178.699,6.347,436.789,0.2473,435.759,0.1549,KO,OK,KO,-14.241,-0.1451,derive_7
2026-05-10 19:25:07,PIECE_A,176.123,21.05,450.073,0.1096,433.135,0.1225,KO,OK,KO,-16.865,-0.1775,derive_8
2026-05-10 19:25:12,PIECE_A,148.503,11.323,437.366,0.2956,431.658,0.136,KO,OK,KO,-18.342,-0.164,derive_9
2026-05-10 19:25:17,PIECE_A,140.272,8.389,437.572,0.3409,429.592,0.1487,KO,OK,KO,-20.408,-0.1513,derive_10
2026-05-10 19:25:22,PIECE_A,17.403,6.577,439.831,0.2271,413.663,-0.0804,KO,KO,KO,-36.337,-0.3804,rupture
2026-05-10 19:25:27,PIECE_A,130.196,11.046,452.706,0.2836,449.618,0.3138,OK,OK,OK,-0.382,0.0138,normal
2026-05-10 19:25:32,PIECE_A,176.693,8.452,450.73,0.1302,449.026,0.262,OK,OK,OK,-0.974,-0.038,normal
2026-05-10 19:25:37,PIECE_A,134.867,10.743,446.385,0.3383,450.226,0.3062,OK,OK,OK,0.226,0.0062,normal
2026-05-10 19:25:42,PIECE_A,109.91,16.504,449.949,0.1273,449.303,0.2529,OK,OK,OK,-0.697,-0.0471,normal
2026-05-10 19:25:47,PIECE_A,187.65,13.802,445.198,0.48,450.114,0.3537,OK,OK,OK,0.114,0.0537,normal
2026-05-10 19:25:53,PIECE_A,192.338,13.002,458.441,0.2837,450.389,0.2928,OK,OK,OK,0.389,-0.0072,normal
2026-05-10 19:25:58,PIECE_A,87.874,16.443,455.372,0.3058,452.074,0.3117,OK,OK,OK,2.074,0.0117,derive_1
2026-05-10 19:26:03,PIECE_A,145.973,16.323,443.036,0.1652,452.947,0.2977,OK,OK,OK,2.947,-0.0023,derive_2
2026-05-10 19:26:08,PIECE_A,175.647,14.01,456.448,0.4599,455.44,0.3772,KO,OK,KO,5.44,0.0772,derive_3
2026-05-10 19:26:13,PIECE_A,125.159,9.71,460.083,0.4691,459.19,0.417,KO,OK,KO,9.19,0.117,derive_4
2026-05-10 19:26:18,PIECE_A,211.053,11.334,446.857,0.2214,459.749,0.3524,KO,OK,KO,9.749,0.0524,derive_5
2026-05-10 19:26:23,PIECE_A,165.027,8.732,448.571,0.3899,462.356,0.4218,KO,OK,KO,12.356,0.1218,derive_6
2026-05-10 19:26:28,PIECE_A,178.79,17.759,451.972,0.5074,463.694,0.4873,KO,OK,KO,13.694,0.1873,derive_7
2026-05-10 19:26:33,PIECE_A,114.284,12.71,463.612,0.303,465.421,0.4416,KO,OK,KO,15.421,0.1416,derive_8
2026-05-10 19:26:38,PIECE_A,145.963,15.302,464.452,0.3096,467.42,0.4586,KO,OK,KO,17.42,0.1586,derive_9
2026-05-10 19:26:43,PIECE_A,154.204,14.428,456.417,0.3222,469.057,0.5114,KO,KO,KO,19.057,0.2114,derive_10
2026-05-10 19:26:48,PIECE_A,20.197,6.24,459.712,0.55,485.501,0.7246,KO,KO,KO,35.501,0.4246,rupture
2026-05-10 19:26:53,PIECE_A,140.17,18.933,447.191,0.2194,449.489,0.2725,OK,OK,OK,-0.511,-0.0275,normal
2026-05-10 19:26:58,PIECE_A,116.883,10.069,456.536,0.1913,449.295,0.2805,OK,OK,OK,-0.705,-0.0195,normal
2026-05-10 19:27:03,PIECE_A,83.039,18.967,452.238,0.212,449.776,0.2822,OK,OK,OK,-0.224,-0.0178,normal
2026-05-10 19:27:08,PIECE_A,177.248,6.991,455.291,0.27,449.688,0.2949,OK,OK,OK,-0.312,-0.0051,normal
2026-05-10 19:27:13,PIECE_A,104.359,11.862,442.733,0.1502,449.688,0.2552,OK,OK,OK,-0.312,-0.0448,normal
2026-05-10 19:27:18,PIECE_A,135.166,13.161,442.111,0.1473,449.291,0.2627,OK,OK,OK,-0.709,-0.0373,normal
2026-05-10 19:27:23,PIECE_A,89.397,15.79,454.757,0.3944,449.927,0.3314,OK,OK,OK,-0.073,0.0314,normal
2026-05-10 19:27:28,PIECE_A,118.124,17.336,445.271,0.1382,449.189,0.2615,OK,OK,OK,-0.811,-0.0385,normal
2026-05-10 19:27:33,PIECE_A,175.152,6.212,448.203,0.3537,451.502,0.3084,OK,OK,OK,1.502,0.0084,normal
2026-05-10 19:27:38,PIECE_A,173.831,18.972,448.852,0.3327,450.621,0.3098,OK,OK,OK,0.621,0.0098,normal
2026-05-10 19:27:43,PIECE_A,116.523,14.892,458.569,0.2235,450.943,0.2684,OK,OK,OK,0.943,-0.0316,normal
2026-05-10 19:27:48,PIECE_A,136.604,19.303,444.964,0.1055,450.425,0.2586,OK,OK,OK,0.425,-0.0414,normal
2026-05-10 19:27:53,PIECE_A,88.683,17.024,445.795,0.2485,449.019,0.2817,OK,OK,OK,-0.981,-0.0183,normal
2026-05-10 19:27:58,PIECE_A,85.552,10.124,445.811,0.1486,449.787,0.2668,OK,OK,OK,-0.213,-0.0332,normal
2026-05-10 19:28:03,PIECE_A,88.835,5.436,447.728,0.4484,450.935,0.3308,OK,OK,OK,0.935,0.0308,normal
2026-05-10 19:28:08,PIECE_A,130.282,8.663,442.659,0.326,450.948,0.3087,OK,OK,OK,0.948,0.0087,normal
2026-05-10 19:28:13,PIECE_A,148.349,8.004,446.249,0.1512,449.798,0.2655,OK,OK,OK,-0.202,-0.0345,normal
2026-05-10 19:28:18,PIECE_A,87.396,11.064,444.634,0.3189,449.879,0.3092,OK,OK,OK,-0.121,0.0092,normal
2026-05-10 19:28:23,PIECE_A,196.352,5.378,443.877,0.1415,451.401,0.2826,OK,OK,OK,1.401,-0.0174,normal
2026-05-10 19:28:28,PIECE_A,90.366,15.701,453.65,0.1582,449.617,0.2491,OK,OK,OK,-0.383,-0.0509,normal
2026-05-10 19:28:33,PIECE_A,82.774,9.366,453.036,0.3358,449.846,0.2848,OK,OK,OK,-0.154,-0.0152,normal
2026-05-10 19:28:38,PIECE_A,198.646,11.407,451.625,0.2103,450.947,0.2591,OK,OK,OK,0.947,-0.0409,normal
2026-05-10 19:28:43,PIECE_A,85.564,18.945,456.416,0.331,452.621,0.3429,OK,OK,OK,2.621,0.0429,derive_1
2026-05-10 19:28:48,PIECE_A,125.23,10.353,457.539,0.2735,453.857,0.3302,OK,OK,OK,3.857,0.0302,derive_2
2026-05-10 19:28:53,PIECE_A,204.781,12.478,452.455,0.2163,455.212,0.3188,KO,OK,KO,5.212,0.0188,derive_3
2026-05-10 19:28:58,PIECE_A,189.352,11.228,454.599,0.3771,458.305,0.4082,KO,OK,KO,8.305,0.1082,derive_4
2026-05-10 19:29:03,PIECE_A,135.064,12.504,449.961,0.305,459.721,0.3996,KO,OK,KO,9.721,0.0996,derive_5
2026-05-10 19:29:08,PIECE_A,174.202,16.402,461.862,0.4706,463.075,0.4583,KO,OK,KO,13.075,0.1583,derive_6
2026-05-10 19:29:13,PIECE_A,183.64,10.205,460.044,0.3912,464.648,0.4546,KO,OK,KO,14.648,0.1546,derive_7
2026-05-10 21:16:03,PIECE_A,155.676,7.805,444.112,0.436,450.509,0.3442,OK,OK,OK,0.509,0.0442,normal
2026-05-10 21:16:08,PIECE_A,81.008,18.786,441.925,0.1389,448.936,0.266,OK,OK,OK,-1.064,-0.034,normal
2026-05-10 21:16:13,PIECE_A,136.523,10.21,448.217,0.1204,450.283,0.2691,OK,OK,OK,0.283,-0.0309,normal
2026-05-10 21:16:18,PIECE_A,165.507,12.581,450.548,0.1549,450.316,0.2799,OK,OK,OK,0.316,-0.0201,normal
2026-05-10 21:16:23,PIECE_A,139.616,16.177,449.066,0.2923,450.903,0.2957,OK,OK,OK,0.903,-0.0043,normal
2026-05-10 21:16:28,PIECE_A,90.227,7.618,455.471,0.3261,449.686,0.3078,OK,OK,OK,-0.314,0.0078,normal
2026-05-10 21:16:33,PIECE_A,86.769,6.189,458.997,0.3026,450.539,0.3004,OK,OK,OK,0.539,0.0004,normal
