horodatage,modele,fournisseur_matiere,numero_pastille,pastille_retaillee,numero_passage,four_consigne_C,four_reel_C,inducteur_puissance_1_consigne_kW,inducteur_puissance_1_reel_kW,inducteur_puissance_2_consigne_kW,inducteur_puissance_2_reel_kW,pyrometre_inducteur_1_C,pyrometre_inducteur_2_C,frette_int_consigne_C,frette_int_reel_C,frette_ext_consigne_C,frette_ext_reel_C,temps_chauffe_inducteur_s,temps_transition_s,compteur_chauffe_ok,compteur_frappe_ok,machine,nom_recette,diametre_apres_filage_mm,longueur_apres_filage_mm,concentricite_mm,conformite_diametre,conformite_longueur,conformite_concentricite,conformite_globale,ecart_diametre_mm,ecart_longueur_mm,ecart_concentricite_mm,regime_anomalie,inducteur_1_point_1_C,inducteur_1_point_2_C,inducteur_1_point_3_C,inducteur_1_point_4_C,inducteur_2_point_1_C,inducteur_2_point_2_C,inducteur_2_point_3_C,inducteur_2_point_4_C,lvdt_01_consigne_mm,lvdt_01_reel_mm,lvdt_01_ecart_mm,lvdt_02_consigne_mm,lvdt_02_reel_mm,lvdt_02_ecart_mm,lvdt_03_consigne_mm,lvdt_03_reel_mm,lvdt_03_ecart_mm,lvdt_04_consigne_mm,lvdt_04_reel_mm,lvdt_04_ecart_mm,lvdt_05_consigne_mm,lvdt_05_reel_mm,lvdt_05_ecart_mm,lvdt_06_consigne_mm,lvdt_06_reel_mm,lvdt_06_ecart_mm,lvdt_07_consigne_mm,lvdt_07_reel_mm,lvdt_07_ecart_mm,lvdt_08_consigne_mm,lvdt_08_reel_mm,lvdt_08_ecart_mm,lvdt_09_consigne_mm,lvdt_09_reel_mm,lvdt_09_ecart_mm,lvdt_10_consigne_mm,lvdt_10_reel_mm,lvdt_10_ecart_mm,lvdt_11_consigne_mm,lvdt_11_reel_mm,lvdt_11_ecart_mm,lvdt_12_consigne_mm,lvdt_12_reel_mm,lvdt_12_ecart_mm,lvdt_13_consigne_mm,lvdt_13_reel_mm,lvdt_13_ecart_mm,lvdt_14_consigne_mm,lvdt_14_reel_mm,lvdt_14_ecart_mm,lvdt_15_consigne_mm,lvdt_15_reel_mm,lvdt_15_ecart_mm,lvdt_16_consigne_mm,lvdt_16_reel_mm,lvdt_16_ecart_mm,lvdt_17_consigne_mm,lvdt_17_reel_mm,lvdt_17_ecart_mm,lvdt_18_consigne_mm,lvdt_18_reel_mm,lvdt_18_ecart_mm,lvdt_19_consigne_mm,lvdt_19_reel_mm,lvdt_19_ecart_mm,lvdt_20_consigne_mm,lvdt_20_reel_mm,lvdt_20_ecart_mm,lvdt_21_consigne_mm,lvdt_21_reel_mm,lvdt_21_ecart_mm
2026-05-10 19:03:37,PIECE_A,FournC,10050,False,1,439.67,423.19,92.873,90.564,51.835,53.119,908.43,865.07,195.16,194.65,142.1,142.18,26.29,2.3,50,42,M2224,3M1L1A_C,28.5035,124.961,0.00432,OK,OK,OK,OK,0.0035,-0.039,0.00432,normal,929.09,929.96,912.94,930.51,848.6,848.45,849.39,855.86,12.6993,12.761,0.0617,25.1748,25.2309,0.0561,13.0074,12.9184,-0.089,24.8797,24.7918,-0.0879,18.879,18.7819,-0.0971,18.368,18.4651,0.0971,33.4056,33.3488,-0.0568,34.415,34.3558,-0.0592,18.0872,18.0168,-0.0704,36.7242,36.6577,-0.0665,42.1329,42.1567,0.0238,16.1191,16.1383,0.0192,46.801,46.7109,-0.0901,44.7774,44.7019,-0.0755,23.5452,23.4546,-0.0906,47.7478,47.7521,0.0043,34.8331,34.8341,0.001,38.2387,38.249,0.0103,19.7775,19.73,-0.0475,14.6358,14.6324,-0.0034,25.1275,25.0594,-0.0681
2026-05-10 19:03:42,PIECE_A,FournA,10051,False,1,510.28,494.88,133.775,130.947,120.189,119.174,914.11,898.74,162.58,160.05,149.08,145.81,10.73,4.85,51,43,M2224,3M1L2A_C,28.5013,124.997,0.00599,OK,OK,OK,OK,0.0013,-0.003,0.00599,normal,907.1,935.94,882.89,929.94,915.23,907.14,888.62,913.95,43.429,43.498,0.069,24.7024,24.7551,0.0527,28.9373,28.9193,-0.018,45.9467,45.898,-0.0487,21.7347,21.8134,0.0787,35.0748,35.0402,-0.0346,30.8468,30.8217,-0.0251,30.144,30.1528,0.0088,15.4378,15.354,-0.0838,38.4682,38.4091,-0.0591,26.9266,26.9065,-0.0201,18.5256,18.5574,0.0318,39.6645,39.5903,-0.0742,41.0096,41.0378,0.0282,44.0788,44.0551,-0.0237,14.0544,14.0455,-0.0089,35.407,35.4179,0.0109,26.8096,26.8365,0.0269,23.0428,22.9686,-0.0742,30.938,31.0226,0.0846,41.7014,41.6235,-0.0779
2026-05-10 19:03:47,PIECE_A,FournB,10052,False,5,451.07,451.85,57.81,58.453,61.017,62.308,1151.07,967.01,198.51,197.73,148.14,149.01,17.48,7.99,52,44,M2224,3M1L1A_C,28.4986,124.986,0.00471,OK,OK,OK,OK,-0.0014,-0.014,0.00471,normal,1138.58,1141.69,1164.95,1175.56,947.51,955.9,951.33,938.04,42.6294,42.6953,0.0659,31.3491,31.3139,-0.0352,16.7825,16.8408,0.0583,15.4574,15.4552,-0.0022,19.3511,19.326,-0.0251,42.5214,42.5869,0.0655,29.6891,29.7796,0.0905,19.6245,19.5628,-0.0617,47.7266,47.7489,0.0223,22.3474,22.391,0.0436,46.1093,46.0335,-0.0758,37.2261,37.1842,-0.0419,44.5939,44.6932,0.0993,21.1601,21.1018,-0.0583,35.3378,35.3906,0.0528,26.4715,26.3959,-0.0756,16.6602,16.6453,-0.0149,34.191,34.2548,0.0638,21.0449,21.0384,-0.0065,26.1339,26.0461,-0.0878,43.6772,43.666,-0.0112
2026-05-10 19:03:52,PIECE_A,FournB,10053,False,3,485.91,462.46,120.912,120.413,127.97,127.065,1076.7,1127.4,175.83,174.68,126.2,126.79,18.23,4.92,53,45,M2225,3M1L3A_C,28.4978,125.055,0.00192,OK,OK,OK,OK,-0.0022,0.055,0.00192,normal,1083.41,1107.4,1089.96,1094.16,1152.78,1123.74,1147.48,1160.41,16.4801,16.4112,-0.0689,25.7573,25.748,-0.0093,15.9495,15.8822,-0.0673,33.7199,33.6631,-0.0568,19.3268,19.3717,0.0449,20.3676,20.2757,-0.0919,15.6901,15.6381,-0.052,38.3924,38.4893,0.0969,26.4337,26.439,0.0053,44.6609,44.6215,-0.0394,29.13,29.2246,0.0946,38.2006,38.1934,-0.0072,31.1602,31.0721,-0.0881,19.7666,19.8027,0.0361,43.2411,43.2416,0.0005,13.8558,13.93,0.0742,19.0446,18.9909,-0.0537,29.1137,29.0542,-0.0595,46.6681,46.6337,-0.0344,35.0237,35.0402,0.0165,23.0603,23.1362,0.0759
2026-05-10 19:03:57,PIECE_A,FournC,10054,True,2,514.06,495.07,64.323,63.887,82.561,83.087,1182.71,1012.42,157.71,157.91,176.07,174.89,25.41,3.89,54,46,M2224,3M1L1A_C,28.4994,124.979,0.00339,OK,OK,OK,OK,-0.0006,-0.021,0.00339,normal,1180.0,1138.98,1180.0,1159.39,1019.15,1034.34,1003.21,988.95,12.2455,12.272,0.0265,36.9965,36.9182,-0.0783,34.3947,34.415,0.0203,13.7088,13.7815,0.0727,28.3648,28.3336,-0.0312,23.8173,23.737,-0.0803,31.5841,31.6204,0.0363,41.2205,41.1885,-0.032,26.3503,26.408,0.0577,31.857,31.7713,-0.0857,16.6062,16.6816,0.0754,12.5497,12.5917,0.042,12.9316,12.9836,0.052,44.0997,44.0505,-0.0492,34.523,34.4374,-0.0856,24.9946,24.9057,-0.0889,44.9027,44.9024,-0.0003,46.6978,46.7491,0.0513,29.972,30.0671,0.0951,31.5864,31.6144,0.028,42.2333,42.1757,-0.0576
2026-05-10 19:04:02,PIECE_A,FournA,10055,False,3,480.67,495.49,145.374,145.299,108.85,110.253,1023.09,1115.1,196.28,197.99,174.33,176.22,25.66,4.54,55,47,M2225,3M1L3A_C,28.511,125.017,0.00314,OK,OK,OK,OK,0.011,0.017,0.00314,normal,1005.52,1040.16,1001.67,1033.43,1105.05,1088.03,1089.46,1087.55,32.5554,32.5257,-0.0297,17.9444,17.8724,-0.072,40.1205,40.0543,-0.0662,35.444,35.4355,-0.0085,38.157,38.1216,-0.0354,14.4859,14.3889,-0.097,40.0994,40.1461,0.0467,39.1285,39.0318,-0.0967,45.7943,45.8374,0.0431,29.4753,29.4117,-0.0636,21.1313,21.0427,-0.0886,31.7641,31.7278,-0.0363,14.1893,14.1715,-0.0178,44.3255,44.3329,0.0074,44.0118,43.9367,-0.0751,39.1322,39.0452,-0.087,44.9198,44.9857,0.0659,40.6427,40.6032,-0.0395,19.3417,19.3474,0.0057,15.7343,15.6632,-0.0711,44.5044,44.5637,0.0593
2026-05-10 19:04:07,PIECE_A,FournC,10056,True,5,534.62,520.88,50.402,51.063,149.306,148.935,814.26,887.1,172.36,172.42,149.29,147.43,26.76,7.07,56,48,M2224,3M1L2A_C,28.4871,124.964,0.00488,OK,OK,OK,OK,-0.0129,-0.036,0.00488,normal,807.96,793.72,830.28,805.07,908.92,886.62,877.72,890.55,24.42,24.3576,-0.0624,32.648,32.7154,0.0674,22.8702,22.9516,0.0814,16.2955,16.2392,-0.0563,36.6426,36.6051,-0.0375,16.2659,16.2633,-0.0026,41.7159,41.7063,-0.0096,43.8571,43.9426,0.0855,45.7285,45.7299,0.0014,42.1621,42.0679,-0.0942,46.1925,46.1356,-0.0569,41.0893,41.1659,0.0766,25.5504,25.5168,-0.0336,29.2694,29.333,0.0636,31.1435,31.2147,0.0712,42.1052,42.0658,-0.0394,16.8337,16.8796,0.0459,46.9763,47.049,0.0727,26.0723,26.0984,0.0261,45.4248,45.5087,0.0839,44.8515,44.8224,-0.0291
2026-05-10 19:04:12,PIECE_A,FournA,10057,True,1,591.99,578.77,88.51,90.896,139.598,140.954,1102.19,1174.01,157.33,158.5,170.25,170.69,25.9,3.7,57,49,M2225,3M1L3A_C,28.5062,125.021,0.00203,OK,OK,OK,OK,0.0062,0.021,0.00203,normal,1067.29,1094.92,1125.06,1076.28,1177.64,1145.08,1144.38,1164.69,23.5179,23.4313,-0.0866,28.008,27.9521,-0.0559,19.9483,20.0005,0.0522,21.3164,21.3014,-0.015,40.2514,40.3431,0.0917,37.4737,37.4365,-0.0372,21.1389,21.0851,-0.0538,40.487,40.3871,-0.0999,13.8358,13.8651,0.0293,43.5336,43.4542,-0.0794,23.8449,23.857,0.0121,24.3281,24.3586,0.0305,13.6361,13.7047,0.0686,34.8707,34.8852,0.0145,18.7926,18.8695,0.0769,33.3268,33.3565,0.0297,23.512,23.5722,0.0602,42.1981,42.1269,-0.0712,40.8571,40.9002,0.0431,37.8579,37.8354,-0.0225,21.6094,21.7015,0.0921
2026-05-10 19:04:17,PIECE_A,FournB,10058,False,4,513.97,518.41,55.01,54.064,130.643,127.75,969.31,1005.5,150.75,148.44,174.52,175.48,17.48,7.84,58,50,M2225,3M1L2A_C,28.5033,124.984,0.00342,OK,OK,OK,OK,0.0033,-0.016,0.00342,normal,944.0,945.5,941.52,952.34,1017.33,1022.05,1040.96,1014.29,12.1066,12.1901,0.0835,40.8075,40.8059,-0.0016,32.0728,32.0,-0.0728,18.8024,18.8271,0.0247,18.2606,18.3362,0.0756,44.2666,44.2461,-0.0205,15.3935,15.4805,0.087,41.0091,41.0538,0.0447,12.7988,12.8437,0.0449,23.4735,23.4715,-0.002,20.0178,19.918,-0.0998,25.0594,25.0625,0.0031,33.5818,33.6632,0.0814,14.4145,14.4578,0.0433,19.0198,18.976,-0.0438,12.2367,12.2688,0.0321,45.1334,45.1132,-0.0202,37.903,37.8379,-0.0651,27.8843,27.9293,0.045,31.569,31.6499,0.0809,37.1919,37.1036,-0.0883
2026-05-10 19:04:22,PIECE_A,FournB,10059,False,4,549.78,525.4,73.777,73.586,58.124,56.903,1126.35,868.28,160.89,160.66,147.81,147.72,13.86,5.35,59,51,M2224,3M1L2A_C,28.5051,125.031,0.0111,OK,OK,OK,OK,0.0051,0.031,0.0111,normal,1119.66,1163.22,1092.45,1090.05,870.61,904.62,883.01,887.91,12.7573,12.8185,0.0612,24.6892,24.7504,0.0612,40.0254,40.0183,-0.0071,34.0235,34.113,0.0895,20.6337,20.6556,0.0219,44.7813,44.7303,-0.051,23.7893,23.8362,0.0469,23.2033,23.1071,-0.0962,36.9863,36.9394,-0.0469,16.8379,16.9356,0.0977,15.3872,15.4086,0.0214,15.6923,15.6797,-0.0126,44.7284,44.799,0.0706,35.961,35.9766,0.0156,37.3986,37.4797,0.0811,45.2384,45.2281,-0.0103,19.7309,19.8141,0.0832,16.0783,16.0815,0.0032,12.9894,13.0344,0.045,23.2225,23.1487,-0.0738,27.4632,27.4782,0.015
2026-05-10 19:04:27,PIECE_A,FournB,10060,False,4,449.43,441.06,57.115,55.746,53.43,51.994,1024.22,934.39,152.01,151.46,125.41,125.14,21.88,3.7,60,52,M2225,3M1L1A_C,28.5018,124.999,0.00142,OK,OK,OK,OK,0.0018,-0.001,0.00142,normal,1015.79,1035.32,1031.92,1020.38,952.21,888.9,940.73,906.55,30.5501,30.6398,0.0897,40.5158,40.5814,0.0656,43.9192,43.8437,-0.0755,42.3882,42.4396,0.0514,16.3461,16.2953,-0.0508,25.3213,25.2931,-0.0282,32.2013,32.2242,0.0229,27.0646,27.139,0.0744,44.8641,44.8274,-0.0367,37.9074,37.8881,-0.0193,29.2339,29.2409,0.007,40.7205,40.7752,0.0547,17.7401,17.7633,0.0232,45.7942,45.7757,-0.0185,40.6823,40.7003,0.018,42.3291,42.2505,-0.0786,36.1664,36.2429,0.0765,19.1562,19.1389,-0.0173,24.2212,24.2299,0.0087,21.8837,21.8938,0.0101,16.5777,16.5221,-0.0556
2026-05-10 19:04:32,PIECE_A,FournB,10061,False,3,519.8,500.22,142.361,143.021,93.124,94.987,973.38,1173.31,196.95,194.81,146.56,146.94,26.65,7.1,61,53,M2225,3M1L1A_C,28.4889,125.021,0.01714,OK,OK,OK,OK,-0.0111,0.021,0.01714,normal,973.26,972.45,995.26,959.34,1158.87,1152.13,1175.06,1162.93,31.8531,31.8441,-0.009,26.4083,26.4947,0.0864,39.147,39.1948,0.0478,45.5876,45.6628,0.0752,35.526,35.5766,0.0506,47.3851,47.3913,0.0062,35.1078,35.1358,0.028,17.0886,17.0646,-0.024,38.6988,38.7322,0.0334,15.4995,15.5585,0.059,40.1723,40.2288,0.0565,46.9497,46.9694,0.0197,34.9844,35.0358,0.0514,35.9898,35.9579,-0.0319,30.2232,30.3134,0.0902,13.9943,13.9638,-0.0305,31.7043,31.7433,0.039,12.0926,12.0788,-0.0138,15.2553,15.1749,-0.0804,17.1925,17.0948,-0.0977,17.834,17.7518,-0.0822
2026-05-10 19:04:37,PIECE_A,FournB,10062,False,1,427.31,414.59,113.492,112.88,60.599,61.667,1048.08,889.24,178.78,177.63,121.59,120.88,10.96,3.76,62,54,M2224,3M1L2A_C,28.5067,124.97,0.00659,OK,OK,OK,OK,0.0067,-0.03,0.00659,normal,1010.82,1024.82,1091.68,1045.81,867.77,864.93,894.47,887.99,39.5651,39.6134,0.0483,18.2936,18.2703,-0.0233,20.8998,20.8048,-0.095,27.3361,27.2952,-0.0409,20.5415,20.4733,-0.0682,15.9374,15.8662,-0.0712,14.7419,14.8271,0.0852,26.3317,26.3389,0.0072,34.4931,34.4317,-0.0614,42.5345,42.6211,0.0866,32.0683,32.0346,-0.0337,13.7843,13.7138,-0.0705,19.3768,19.4578,0.081,14.1427,14.2038,0.0611,38.9656,38.9267,-0.0389,36.828,36.738,-0.09,29.9744,29.8773,-0.0971,23.7044,23.6223,-0.0821,29.7308,29.8064,0.0756,33.0825,33.0678,-0.0147,15.8112,15.8311,0.0199
2026-05-10 19:04:42,PIECE_A,FournC,10063,False,3,588.37,605.33,59.067,59.381,84.502,82.522,879.05,883.73,185.18,184.42,141.34,142.15,24.8,7.26,63,55,M2225,3M1L1A_C,28.5003,125.0,0.00692,OK,OK,OK,OK,0.0003,0.0,0.00692,normal,888.14,880.21,872.24,861.45,860.84,895.1,890.7,901.36,21.884,21.8945,0.0105,33.2177,33.1313,-0.0864,17.6895,17.6931,0.0036,38.2868,38.3489,0.0621,17.5251,17.5458,0.0207,12.5465,12.4865,-0.06,34.1214,34.1035,-0.0179,14.3586,14.2773,-0.0813,29.3644,29.4316,0.0672,21.7186,21.8058,0.0872,24.641,24.6,-0.041,17.2564,17.3388,0.0824,37.9116,37.9355,0.0239,47.9271,47.8454,-0.0817,23.84,23.9139,0.0739,46.2714,46.2461,-0.0253,29.392,29.3379,-0.0541,16.5146,16.4753,-0.0393,18.0477,18.0833,0.0356,28.4163,28.4214,0.0051,41.5845,41.5472,-0.0373
2026-05-10 19:04:47,PIECE_A,FournC,10064,False,3,411.89,426.12,63.335,62.194,67.056,67.723,1080.39,828.69,184.33,183.47,120.65,119.52,29.0,3.06,64,56,M2224,3M1L1A_C,28.502,124.952,0.00209,OK,OK,OK,OK,0.002,-0.048,0.00209,normal,1101.13,1106.2,1093.71,1099.53,836.95,837.46,841.01,809.46,39.6871,39.6206,-0.0665,23.402,23.4354,0.0334,15.1574,15.1079,-0.0495,26.1306,26.145,0.0144,36.9095,36.8861,-0.0234,18.3332,18.3693,0.0361,37.7738,37.823,0.0492,37.5396,37.481,-0.0586,43.5979,43.696,0.0981,16.9975,16.9641,-0.0334,33.2141,33.1781,-0.036,27.1131,27.1398,0.0267,40.5737,40.5479,-0.0258,37.8465,37.7819,-0.0646,34.6454,34.5988,-0.0466,41.2143,41.1268,-0.0875,31.7104,31.6556,-0.0548,18.1602,18.1209,-0.0393,16.0947,16.0827,-0.012,23.5625,23.5924,0.0299,36.9302,37.0095,0.0793
2026-05-10 19:04:52,PIECE_A,FournC,10065,True,5,468.52,486.39,125.218,128.492,70.203,69.954,985.51,924.65,197.69,197.22,164.59,164.64,13.45,7.41,65,57,M2225,3M1L3A_C,28.4976,124.981,0.00928,OK,OK,OK,OK,-0.0024,-0.019,0.00928,normal,1008.57,977.05,998.0,995.44,915.95,915.24,914.01,922.07,23.6484,23.7174,0.069,41.1371,41.1477,0.0106,30.5576,30.5557,-0.0019,32.697,32.6373,-0.0597,17.2684,17.2718,0.0034,34.651,34.7458,0.0948,23.1898,23.2096,0.0198,36.0429,35.9698,-0.0731,20.5389,20.6001,0.0612,32.2495,32.2576,0.0081,32.1187,32.1333,0.0146,21.1014,21.0763,-0.0251,25.2756,25.3756,0.1,32.2159,32.2643,0.0484,43.1953,43.1627,-0.0326,36.5238,36.5941,0.0703,13.5281,13.451,-0.0771,47.1174,47.1996,0.0822,44.1041,44.0885,-0.0156,23.669,23.7228,0.0538,34.2799,34.1953,-0.0846
2026-05-10 19:04:57,PIECE_A,FournC,10066,False,4,573.59,550.58,68.232,70.21,139.328,137.343,1198.38,1185.77,193.25,195.6,137.96,137.58,28.22,3.9,66,58,M2224,3M1L2A_C,28.4997,125.007,0.00188,OK,OK,OK,OK,-0.0003,0.007,0.00188,normal,1173.89,1180.0,1180.0,1171.38,1140.29,1148.78,1175.8,1180.0,22.0722,22.1431,0.0709,29.8374,29.7987,-0.0387,47.6421,47.619,-0.0231,22.1091,22.1104,0.0013,26.4688,26.5627,0.0939,37.002,37.0099,0.0079,19.2034,19.1596,-0.0438,30.8886,30.8526,-0.036,14.1787,14.1207,-0.058,36.4147,36.3611,-0.0536,23.7954,23.8257,0.0303,29.4206,29.5135,0.0929,37.5979,37.5497,-0.0482,17.2315,17.1963,-0.0352,21.6274,21.7123,0.0849,33.6711,33.7575,0.0864,37.7422,37.767,0.0248,47.9372,48.0077,0.0705,27.4626,27.5227,0.0601,43.5886,43.6345,0.0459,43.8338,43.8304,-0.0034
2026-05-10 19:05:02,PIECE_A,FournA,10067,False,5,567.4,540.72,62.486,61.454,113.116,115.189,863.23,922.29,190.87,192.82,156.95,157.93,11.99,4.41,67,59,M2225,3M1L3A_C,28.5053,124.974,0.00454,OK,OK,OK,OK,0.0053,-0.026,0.00454,normal,856.03,892.77,886.38,889.35,919.07,931.64,882.38,889.21,42.4935,42.5822,0.0887,28.4104,28.3228,-0.0876,37.9942,38.0045,0.0103,43.0035,43.101,0.0975,12.3516,12.4454,0.0938,43.0726,43.149,0.0764,25.5666,25.6061,0.0395,30.161,30.0707,-0.0903,23.0549,23.0852,0.0303,36.4039,36.4689,0.065,23.1522,23.0888,-0.0634,16.1108,16.1763,0.0655,28.6003,28.5267,-0.0736,33.8045,33.76,-0.0445,12.7974,12.7595,-0.0379,35.2602,35.1759,-0.0843,32.2328,32.23,-0.0028,30.3342,30.2386,-0.0956,43.3778,43.4232,0.0454,31.5636,31.5045,-0.0591,16.9085,17.0047,0.0962
2026-05-10 19:05:07,PIECE_A,FournC,10068,True,1,566.44,555.66,135.008,133.258,137.93,137.697,1116.64,962.13,196.2,195.77,155.98,156.29,21.44,3.35,68,60,M2225,3M1L2A_C,28.5028,124.947,0.00601,OK,OK,OK,OK,0.0028,-0.053,0.00601,normal,1120.22,1157.06,1109.67,1140.79,966.11,962.62,980.47,971.67,22.5523,22.5579,0.0056,40.7741,40.8459,0.0718,23.066,23.0739,0.0079,19.2849,19.2419,-0.043,37.1534,37.0856,-0.0678,25.8608,25.8422,-0.0186,47.4397,47.4778,0.0381,21.428,21.3521,-0.0759,44.4197,44.3449,-0.0748,39.1013,39.1173,0.016,34.9761,34.9631,-0.013,30.1775,30.13,-0.0475,23.3812,23.4188,0.0376,39.8542,39.8441,-0.0101,32.3312,32.266,-0.0652,32.9931,33.0647,0.0716,24.8475,24.9055,0.058,24.2466,24.3103,0.0637,37.4368,37.3381,-0.0987,16.954,17.0083,0.0543,38.0163,37.9851,-0.0312
2026-05-10 19:05:12,PIECE_A,FournC,10069,False,2,585.22,592.29,149.017,146.383,88.141,87.781,827.94,860.73,188.44,189.8,156.55,156.17,24.53,4.98,69,61,M2225,3M1L1A_C,28.5099,125.02,0.00507,OK,OK,OK,OK,0.0099,0.02,0.00507,normal,832.86,809.29,823.0,860.5,838.12,853.68,851.52,855.67,36.9158,36.8866,-0.0292,44.5513,44.5733,0.022,46.7414,46.7515,0.0101,15.3827,15.3808,-0.0019,20.976,21.0034,0.0274,41.0895,41.0485,-0.041,14.4354,14.3636,-0.0718,17.1696,17.2018,0.0322,36.2577,36.2109,-0.0468,40.9641,40.893,-0.0711,38.3081,38.3422,0.0341,45.9461,45.8654,-0.0807,37.3746,37.2822,-0.0924,12.6908,12.6124,-0.0784,29.3692,29.3379,-0.0313,28.2887,28.3838,0.0951,46.7562,46.8073,0.0511,35.5105,35.4188,-0.0917,39.5526,39.5407,-0.0119,31.7879,31.8653,0.0774,25.4702,25.5291,0.0589
2026-05-10 19:05:17,PIECE_A,FournC,10070,False,3,574.61,556.79,96.743,93.961,86.654,86.089,1121.8,895.64,189.3,188.8,177.39,177.08,11.09,6.3,70,62,M2224,3M1L2A_C,28.5057,125.001,0.00751,OK,OK,OK,OK,0.0057,0.001,0.00751,derive_1,1115.99,1101.32,1154.79,1091.72,924.36,885.14,885.01,910.74,41.823,41.8391,0.0161,30.3704,30.3161,-0.0543,41.9166,41.9521,0.0355,12.8769,12.9685,0.0916,24.764,24.7826,0.0186,44.2858,44.3654,0.0796,14.3596,14.3914,0.0318,41.0291,41.0123,-0.0168,28.5976,28.5263,-0.0713,42.199,42.22,0.021,15.7747,15.7602,-0.0145,29.6132,29.5368,-0.0764,37.7843,37.7999,0.0156,19.7939,19.7469,-0.047,36.2666,36.3567,0.0901,34.3633,34.3325,-0.0308,37.7024,37.7999,0.0975,19.0682,18.993,-0.0752,39.5087,39.5461,0.0374,37.58,37.5059,-0.0741,16.1771,16.1764,-0.0007
2026-05-10 19:05:22,PIECE_A,FournA,10071,True,3,421.12,411.46,85.443,84.266,139.875,139.023,910.55,1193.67,193.04,195.02,124.58,125.72,20.08,5.51,71,63,M2224,3M1L2A_C,28.524,125.003,0.00912,OK,OK,OK,OK,0.024,0.003,0.00912,derive_2,942.03,900.01,907.59,885.95,1156.12,1180.0,1144.71,1151.65,41.9061,41.9232,0.0171,20.3324,20.4253,0.0929,26.5509,26.5074,-0.0435,17.1683,17.2151,0.0468,30.7535,30.7116,-0.0419,23.5449,23.4723,-0.0726,27.678,27.6493,-0.0287,18.448,18.446,-0.002,13.4939,13.4493,-0.0446,44.0108,44.0298,0.019,30.8244,30.7245,-0.0999,12.3427,12.3038,-0.0389,35.082,35.1609,0.0789,19.3561,19.4063,0.0502,15.6139,15.6885,0.0746,23.1284,23.1891,0.0607,38.6526,38.626,-0.0266,34.1555,34.247,0.0915,47.293,47.378,0.085,38.4991,38.4903,-0.0088,32.7982,32.8889,0.0907
2026-05-10 19:05:27,PIECE_A,FournA,10072,False,4,511.08,511.42,58.355,59.391,98.3,100.162,909.8,845.26,151.45,150.78,134.99,136.02,20.88,3.85,72,64,M2224,3M1L3A_C,28.5208,124.953,0.00957,OK,OK,OK,OK,0.0208,-0.047,0.00957,derive_3,904.26,871.19,873.84,916.93,842.56,884.67,868.11,836.93,36.1018,36.1549,0.0531,35.1505,35.2038,0.0533,14.4646,14.4337,-0.0309,47.3744,47.279,-0.0954,42.1632,42.187,0.0238,34.1912,34.2706,0.0794,18.4948,18.4715,-0.0233,47.9353,47.9092,-0.0261,19.7396,19.6827,-0.0569,44.2176,44.2058,-0.0118,32.6933,32.7114,0.0181,29.8661,29.8827,0.0166,33.2882,33.2558,-0.0324,12.6908,12.6254,-0.0654,34.4825,34.5759,0.0934,15.0689,15.0627,-0.0062,31.6609,31.7608,0.0999,28.5336,28.4893,-0.0443,44.1896,44.1386,-0.051,32.7927,32.7914,-0.0013,35.4514,35.5255,0.0741
2026-05-10 19:05:32,PIECE_A,FournB,10073,False,5,547.6,525.41,99.906,102.867,67.874,67.661,1065.58,978.88,163.81,162.46,138.52,138.22,11.8,4.73,73,65,M2225,3M1L3A_C,28.5469,125.021,0.0162,OK,OK,OK,OK,0.0469,0.021,0.0162,derive_4,1044.62,1062.57,1050.41,1054.75,981.01,954.43,978.49,992.49,30.7581,30.7258,-0.0323,47.8909,47.9043,0.0134,32.6246,32.6658,0.0412,36.8272,36.8506,0.0234,14.8239,14.8227,-0.0012,13.8721,13.9459,0.0738,21.1315,21.0429,-0.0886,45.9177,45.8965,-0.0212,46.1594,46.105,-0.0544,40.3024,40.3993,0.0969,12.1882,12.1152,-0.073,32.0141,31.9498,-0.0643,34.6294,34.6246,-0.0048,44.4162,44.3551,-0.0611,39.1877,39.1,-0.0877,32.0608,32.0371,-0.0237,22.3542,22.2918,-0.0624,15.7426,15.7188,-0.0238,22.0185,22.0375,0.019,42.1009,42.0604,-0.0405,26.6671,26.7623,0.0952
2026-05-10 19:05:37,PIECE_A,FournB,10074,False,2,532.01,557.4,126.521,129.988,67.85,67.252,983.83,1108.77,153.72,154.12,143.23,141.71,17.21,7.78,74,66,M2225,3M1L3A_C,28.5366,124.995,0.01172,OK,OK,OK,OK,0.0366,-0.005,0.01172,derive_5,1003.19,998.6,968.76,1019.68,1098.83,1059.17,1114.24,1135.78,23.9904,24.0376,0.0472,23.0303,23.0056,-0.0247,24.6588,24.5778,-0.081,17.4135,17.3712,-0.0423,15.1246,15.0463,-0.0783,16.1457,16.1413,-0.0044,37.9476,38.0155,0.0679,36.4182,36.4776,0.0594,37.2454,37.1844,-0.061,32.6868,32.6956,0.0088,36.6912,36.7182,0.027,26.2131,26.2085,-0.0046,40.4339,40.3854,-0.0485,14.1347,14.0369,-0.0978,21.1495,21.1542,0.0047,23.3883,23.3296,-0.0587,33.5145,33.476,-0.0385,34.8176,34.8336,0.016,35.4502,35.4743,0.0241,42.4617,42.5264,0.0647,14.4343,14.4943,0.06
